Caule	Fogo	H	DAS
3920	1	5	0.1
3921	1	15	0.2
3922	1	28	0.4
3923	1	24	0.4
3924	1	23	0.2
3925	1	71	0.5
3926	1	34	0.3
3927	1	43	0.4
3928	1	25	0.2
3929	1	27	0.3
3930	1	125	2.6
3931	1	47	0.5
3932	1	34	0.4
3933	1	61	0.6
3934	1	65	0.7
3935	1	128	0.6
3936	1	102	0.9
3937	1	15	0.2
3938	1	23	0.5
3939	1	120	0.7
3940	1	61	0.4
3941	1	33	0.3
3942	1	84	0.5
3943	1	56	0.06
3944	1	15	0.3
3945	1	33	0.4
3946	1	110	0.9
3947	1	32	0.3
3948	1	62	0.5
3949	1	85	0.5
3950	1	32	0.4
3951	1	15	0.3
3952	1	34	0.2
3953	1	85	0.5
3954	1	47	0.5
3955	1	25	0.4
3956	1	86	0.7
3957	1	76	0.6
3958	1	62	0.8
3959	1	85	0.7
3960	1	64	0.6
3961	1	58	0.3
3962	1	69	0.4
3963	1	75	0.6
3964	1	37	0.4
3965	1	60	0.6
3966	1	50	0.5
3967	1	25	0.4
3968	1	82	0.6
3969	1	65	0.9
3970	1	16	0.4
3971	1	56	0.6
3972	1	82	0.6
3973	1	14	0.3
3974	1	14	0.3
3975	1	6	0.3
3976	1	28	0.5
3977	1	11	0.2
3978	1	40	0.3
3979	1	23	0.4
3980	1	38	0.3
3981	1	25	0.3
3982	1	82	0.8
3983	1	45	0.7
3984	1	16	0.2
3985	1	15	0.3
3986	1	52	0.4
3987	1	105	1.2
3988	1	19	0.4
3989	1	85	0.4
3990	1	113	0.9
3991	1	72	0.6
3992	1	74	0.5
3993	1	43	0.4
3994	1	57	0.5
3995	1	95	0.9
3996	1	35	0.4
3997	1	75	0.6
3998	1	25	0.3
3999	1	29	0.4
4000	1	44	0.4
4001	1	80	0.7
4002	1	32	0.2
4003	1	73	0.5
4004	1	24	0.4
4005	1	33	0.5
4006	1	90	1.8
4007	1	32	0.4
4008	1	20	0.2
4009	1	31	0.3
4010	1	30	0.4
4011	1	21	0.3
4012	1	24	0.3
4013	1	61	0.4
4014	1	51	0.7
4015	1	280	5.2
4016	1	72	0.8
4017	1	92	0.7
4018	1	24	0.6
4019	1	93	1.1
4020	1	80	0.9
4021	1	83	0.7
4022	1	52	0.5
4023	1	130	1.1
4024	1	160	1.3
4025	1	115	0.7
4026	1	54	0.6
4027	1	70	0.6
4028	1	132	0.9
4029	1	102	1.1
4030	1	24	0.4
4031	1	112	1.1
4032	1	75	0.5
4033	1	144	1.2
4034	1	15	0.4
4035	1	25	0.3
4036	1	80	1
4037	1	35	0.3
4038	1	55	0.7
4039	1	20	0.5
4040	1	56	0.5
4041	1	49	0.5
4042	1	38	0.5
4043	1	20	0.4
4044	1	21	0.3
4045	1	13	0.3
4046	1	27	0.5
4047	1	9	0.2
4048	1	18	0.3
4049	1	26	0.4
4050	1	15	0.4
4051	1	100	1.1
4052	1	21	0.4
4053	1	50	0.5
4054	1	60	0.5
4055	1	13	0.3
4056	1	38	0.5
4057	1	61	0.6
4058	1	8	0.2
4059	1	44	0.5
4060	1	29	0.3
4061	1	65	0.6
4062	1	23	0.3
4063	1	93	1
4064	1	66	0.8
4065	1	46	0.4
4066	1	58	0.6
4067	1	29	0.2
4068	1	63	0.9
4069	1	101	0.9
4070	1	64	0.6
4071	1	14	0.2
4072	1	15	0.2
4073	1	31	0.3
4074	1	21	0.4
4075	1	16	0.3
4076	1	29	0.4
4077	1	27	0.4
4078	1	270	4.5
4079	1	81	1.1
4080	1	80	1.1
4081	1	99	1
4082	1	128	1.1
4083	1	31	0.4
4084	1	34	0.5
4085	1	50	0.5
4086	1	51	0.6
4087	1	9	0.3
4088	1	11	0.3
4089	1	36	1
4090	1	45	1.7
4091	1	45	0.4
4092	1	23	0.4
4093	1	57	0.7
4094	0	53	0.7
4095	0	22	0.3
4096	1	30	0.4
4097	1	55	0.5
4098	1	19	0.4
4099	1	27	0.5
4100	1	64	0.3
4101	1	68	0.7
4102	1	30	0.5
4103	1	21	0.5
4104	1	46	1
4105	0	73	1.4
4106	0	58	0.6
4107	0	61	1.2
4108	1	26	0.4
4109	1	23	0.3
4110	1	42	0.5
4111	1	70	2
4112	1	25	0.6
4113	1	20	0.6
4114	1	8	0.1
4115	1	42	0.5
4116	1	14	0.4
4117	1	56	1
4118	1	54	1.5
4119	1	25	0.5
4120	1	18	0.3
4121	1	35	0.3
4122	1	32	0.5
4123	1	32	0.4
4124	1	30	0.2
4125	0	20	0.9
4126	0	55	1.3
4127	0	62	1.4
4128	0	54	0.6
4129	0	66	0.9
4130	0	38	0.6
4131	0	44	0.9
4132	0	23	0.4
4133	0	40	1.2
4134	0	50	1
4135	0	67	1.4
4136	1	53	0.4
4137	1	40	0.4
4138	0	80	0.7
4139	0	85	0.9
4140	1	50	0.6
4141	1	35	0.6
4142	1	55	0.6
4143	1	43	0.8
4144	1	44	0.4
4145	1	42	0.7
4146	1	41	0.3
4147	1	100	1.1
4148	1	28	0.3
4149	1	37	0.6
4150	1	75	0.8
4151	1	29	0.4
4152	1	62	0.6
4153	1	48	0.5
4154	1	63	0.7
4155	1	280	5.2
4156	1	27	0.4
4157	1	71	1
4158	1	23	0.4
4159	1	87	0.7
4160	1	20	0.4
4161	1	40	1.1
4162	1	52	0.5
4163	1	160	1.4
4164	1	150	1
4165	1	34	0.6
4166	1	90	0.5
4167	1	66	0.4
4168	1	62	0.3
4169	1	79	0.6
4170	1	79	0.6
4171	1	67	0.8
4172	1	85	0.7
4173	1	53	0.5
4174	1	13	0.2
4175	1	18	0.4
4176	1	10	0.2
4177	1	16	0.4
4178	1	12	0.5
4179	1	59	0.4
4180	1	75	0.5
4181	1	64	0.6
4182	1	25	0.3
4183	1	57	0.5
4184	1	59	0.4
4185	1	32	0.3
4186	1	37	0.3
4187	1	71	0.5
4188	1	19	0.3
4189	1	41	0.3
4190	1	39	0.2
4191	1	52	0.4
4192	1	40	0.4
4193	1	32	0.4
4194	1	52	0.3
4195	1	26	0.4
4196	1	43	0.5
4197	1	58	0.6
4198	1	41	0.5
4199	1	71	0.7
4200	1	20	0.3
4201	1	17	0.4
4202	1	27	0.2
4203	1	52	0.8
4204	1	17	0.3
4205	1	22	0.3
4206	1	26	0.3
4207	1	45	0.5
4208	1	32	0.7
4209	1	43	0.4
4210	1	46	0.4
4211	1	18	0.5
4212	1	60	0.7
4213	1	36	0.4
4214	1	33	0.3
4215	1	22	0.5
4216	1	107	0.8
4217	1	90	0.7
4218	1	38	0.7
4219	1	35	1
4220	1	72	0.5
4221	1	36	0.4
4222	1	95	0.8
4223	1	76	0.8
4224	1	76	0.6
4225	1	72	0.5
4226	1	62	0.6
4227	1	155	1.3
4228	1	24	0.3
4229	1	92	1
4230	1	14	0.6
4231	1	51	0.5
4232	1	72	0.6
4233	1	102	0.7
4234	1	128	2.4
4235	0	80	1.2
4236	0	170	3.4
4237	0	145	2.5
4238	0	200	2.6
4239	1	210	2.7
4240	1	80	0.6
4241	1	30	0.6
4242	1	90	0.5
4243	1	96	0.5
4244	1	58	0.7
4245	1	25	0.6
4246	1	160	0.9
4247	1	72	0.5
4248	1	117	1.1
4249	1	153	1
4250	1	150	1
4251	1	170	1.2
4252	1	160	1.2
4253	1	10	0.5
4254	1	20	0.5
4255	1	30	0.5
4256	1	121	0.6
4257	1	28	0.5
4258	1	90	0.6
4259	1	60	0.4
4260	1	34	0.3
4261	1	45	0.2
4262	1	17	0.4
4263	1	61	0.4
4264	1	69	0.6
4265	1	69	0.5
4266	1	38	0.4
4267	1	32	0.3
4268	1	70	1
4269	1	38	0.9
4270	1	37	0.4
4271	1	52	0.4
4272	1	23	0.3
4273	1	78	0.7
4274	1	97	0.9
4275	1	16	0.1
4276	1	75	0.9
4277	1	110	1.1
4278	1	30	0.3
4279	1	61	0.5
4280	1	40	0.3
4281	1	23	0.5
4282	1	23	0.2
4283	1	30	0.7
4284	1	15	0.5
4285	1	31	0.2
4286	1	15	0.3
4287	1	45	0.4
4288	1	56	0.5
4289	1	130	1
4290	1	45	0.5
4291	1	60	0.5
4292	1	71	0.5
4293	1	51	0.4
4294	1	25	0.3
4295	1	18	0.4
4296	1	21	0.3
4297	1	36	0.2
4298	1	18	0.1
4299	1	100	2
4300	1	36	0.4
4301	1	310	6.2
4302	1	260	3.1
4303	1	30	0.4
4304	1	122	1.1
4305	1	95	0.8
4306	1	50	0.5
4307	1	61	0.6
4308	1	20	0.3
4309	1	43	0.4
4310	1	35	0.5
4311	1	28	0.3
4312	1	87	0.7
4313	1	50	0.5
4314	1	29	0.2
4315	1	18	0.3
4316	1	24	0.2
4317	0	23	0.5
4318	1	20	0.4
4319	1	20	0.4
4320	1	14	0.4
4321	1	18	0.3
4322	1	26	0.5
4323	1	29	0.4
4324	1	46	0.3
4325	1	90	0.7
4326	1	102	0.7
4327	1	54	0.6
4328	1	104	0.9
4329	1	65	0.6
4330	1	34	0.5
4331	1	38	0.6
4332	1	65	0.5
4333	1	24	0.2
4334	1	35	0.5
4335	1	41	0.4
4336	1	62	0.7
4337	1	24	0.3
4338	1	43	0.4
4339	1	48	0.5
4340	1	35	0.4
4341	1	38	0.4
4342	1	34	0.3
4343	1	32	0.3
4344	1	44	0.4
4345	1	15	0.3
4346	1	14	0.3
4347	1	29	0.4
4348	1	32	0.4
4349	1	52	0.6
4350	1	42	0.5
4351	1	102	1.1
4352	1	110	1.1
4353	1	52	0.6
4354	1	115	1.1
4355	1	14	0.3
4356	1	73	0.8
4357	1	72	0.8
4358	1	42	0.7
4359	1	55	0.5
4360	1	32	0.4
4361	1	43	0.5
4362	1	37	0.5
4363	1	45	0.3
4364	1	22	0.3
4365	1	34	0.4
4366	1	27	0.3
4367	1	53	0.6
4368	1	63	0.8
4369	1	36	0.2
4370	1	65	0.5
4371	1	24	0.3
4372	1	14	0.2
4373	1	85	0.7
4374	1	48	0.5
4375	1	49	0.5
4376	1	70	0.7
4377	1	22	0.2
4378	1	72	0.6
4379	1	80	0.7
4380	1	105	0.9
4381	1	25	0.4
4382	1	27	0.3
4383	1	53	0.6
4384	1	63	0.8
4385	1	36	0.2
4386	1	65	0.5
4387	1	24	0.3
4388	1	14	0.2
4389	1	85	0.7
4390	1	48	0.5
4391	1	49	0.5
4392	1	70	0.7
4393	1	22	0.2
4394	1	72	0.6
4395	1	80	0.7
4396	1	105	0.9
4397	1	25	0.4
4398	1	22	0.2
4399	1	34	0.5
4400	1	23	0.4
4401	1	52	0.5
4402	1	43	0.5
4403	1	70	0.9
4404	0	80	2.4
4405	0	81	1.4
4406	0	51	0.7
4407	1	12	1
4408	1	53	0.5
4409	1	39	0.6
4410	1	68	0.5
4411	1	70	0.5
4412	1	23	0.3
4413	1	70	0.6
4414	1	52	0.5
4415	1	40	0.3
4416	1	32	0.5
4417	1	46	0.4
4418	1	35	0.4
4419	1	20	0.5
4420	1	60	0.6
4421	1	49	0.4
4422	1	31	0.3
4423	1	25	0.2
4424	1	65	0.6
4425	1	13	0.2
4426	1	77	0.7
4427	1	30	0.4
4428	1	104	0.9
4429	1	110	0.8
4430	1	71	0.7
4431	1	11	0.2
4432	1	21	0.3
4433	1	15	0.4
4434	1	25	0.4
4435	1	59	0.5
4436	1	30	0.3
4437	1	8	0.2
4438	1	9	0.3
4439	1	35	0.4
4440	1	55	0.7
4441	1	5	0.4
4442	1	4	0.1
4443	1	22	0.4
4444	1	80	0.8
4445	1	54	0.5
4446	1	28	0.3
4447	1	95	0.7
4448	1	60	0.5
4449	1	27	0.4
4450	1	21	0.3
4451	1	40	0.3
4452	1	13	0.1
4453	1	14	0.3
4454	1	23	0.3
4455	1	20	0.2
4456	1	13	0.5
4457	1	31	0.4
4458	1	27	0.5
4459	1	80	1.3
4460	1	17	0.4
4461	1	32	0.8
4462	1	32	0.7
4463	1	102	0.8
4464	1	140	1.1
4465	1	1	0.2
4466	1	102	1
4467	1	160	1.3
4468	1	36	0.3
4469	1	70	0.8
4470	1	36	0.5
4471	1	73	0.9
4472	1	38	0.5
4473	1	20	0.2
4474	1	34	0.3
4475	1	39	0.4
4476	1	35	0.3
4477	1	60	0.8
4478	1	15	0.4
4479	1	80	0.4
4480	1	17	0.2
4481	1	114	0.9
4482	1	120	1.1
4483	1	130	1.3
4484	1	100	1
4485	1	115	1.2
4486	1	106	0.9
4487	1	141	1.4
4488	1	40	0.5
4489	1	50	0.4
4490	1	88	1.1
4491	1	82	0.5
4492	1	92	1
4493	1	20	0.5
4494	1	20	0.6
4495	1	39	0.5
4496	1	125	1.5
4497	1	80	1.1
4498	1	120	1
4499	1	118	1.1
4500	1	114	1.2
4501	1	145	1.2
4502	1	148	0.8
4503	1	165	0.9
4504	1	80	0.8
4505	1	100	1
4506	1	50	0.6
4507	1	70	0.8
4508	1	80	0.8
4509	1	25	0.5
4510	1	52	0.9
4511	1	91	1.1
4512	1	80	0.7
4513	1	82	0.9
4514	1	86	1
4515	1	50	0.5
4516	1	92	0.9
4517	1	7	0.2
4518	1	6	0.2
4519	1	70	0.8
4520	1	75	0.5
4521	1	36	0.3
4522	1	76	0.6
4523	1	32	0.4
4524	1	20	0.2
4525	1	95	0.9
4526	1	68	0.6
4527	1	105	0.9
4528	1	32	0.4
4529	1	55	0.8
4530	1	35	0.4
4531	1	14	0.2
4532	1	18	0.5
4533	1	52	0.5
4534	1	35	0.4
4535	1	50	0.6
4536	1	103	0.6
4537	1	180	1.4
4538	1	160	1.5
4539	1	84	0.8
4540	1	32	0.4
4541	1	20	0.3
4542	1	46	0.4
4543	1	28	0.2
4544	1	29	0.4
4545	1	72	0.9
4546	1	41	0.5
4547	1	50	0.5
4548	1	55	0.6
4549	1	32	0.2
4550	1	22	0.4
4551	1	87	0.9
4552	1	121	1.3
4553	1	30	0.5
4554	1	26	0.4
4555	1	14	0.4
4556	1	79	1
4557	1	73	0.6
4558	1	20	0.4
4559	1	27	0.5
4560	1	36	0.4
4561	1	46	0.4
4562	1	79	0.5
4563	1	76	0.7
4564	1	81	0.7
4565	1	79	1.1
4566	1	88	0.8
4567	1	85	0.7
4568	1	42	0.3
4569	1	76	0.7
4570	1	69	0.8
4571	1	62	0.5
4572	1	170	1.8
4573	1	103	0.9
4574	1	120	1.1
4575	1	20	0.4
4576	1	17	0.4
4577	1	105	0.8
4578	1	68	0.7
4579	1	20	0.4
4580	1	110	1.1
4581	1	100	1
4582	1	81	0.6
4583	1	115	1.2
4584	1	110	1
4585	1	68	0.8
4586	1	12	0.4
4587	1	32	0.4
4588	1	55	0.4
4589	1	92	1
4590	1	104	0.7
4591	1	87	0.7
4592	1	55	0.5
4593	1	5	0.2
4594	1	67	0.5
4595	1	75	1
4596	1	16	0.2
4597	1	44	0.4
4598	1	57	0.3
4599	1	30	0.2
4600	1	23	0.2
4601	1	30	0.2
4602	1	93	0.8
4603	1	52	0.8
4604	1	60	0.5
4605	1	80	0.5
4606	1	87	0.5
4607	1	92	0.7
4608	1	120	1.4
4609	1	31	0.4
4610	1	29	0.6
4611	1	13	0.2
4612	1	72	1
4613	1	135	0.4
4614	1	83	0.5
4615	1	48	0.4
4616	1	42	0.4
4617	1	20	0.4
4618	1	32	0.5
4619	1	74	0.6
4620	1	47	0.6
4621	1	46	0.4
4622	1	56	0.5
4623	1	58	0.6
4624	1	51	0.4
4625	1	53	0.4
4626	1	24	0.3
4627	1	66	0.5
4628	1	147	1.4
4629	1	63	0.6
4630	1	130	1.2
4631	1	93	1
4632	1	34	0.4
4633	1	30	0.4
4634	1	22	0.8
4635	1	38	0.5
4636	1	175	2.1
4637	1	130	1
4638	1	27	0.4
4639	1	130	1.1
4640	1	85	0.7
4641	1	97	0.7
4642	1	46	0.9
4643	1	32	1.4
4644	1	47	0.5
4645	1	70	0.5
4646	1	58	0.4
4647	1	61	0.6
4648	1	31	0.4
4649	1	80	0.5
4650	1	76	0.6
4651	1	34	0.5
4652	1	34	0.3
4653	1	25	0.7
4654	1	26	0.3
4655	1	60	0.6
4656	1	34	0.3
4657	1	20	0.1
4658	1	36	0.7
4659	1	26	0.5
4660	1	27	0.6
4661	1	65	0.6
4662	1	68	0.8
4663	1	40	0.6
4664	1	44	0.5
4665	1	32	0.5
4666	1	13	0.2
4667	1	25	0.4
4668	1	33	0.5
4669	1	9	0.2
4670	1	37	0.3
4671	1	62	0.8
4672	1	56	0.5
4673	1	60	0.5
4674	1	36	0.4
4675	1	30	0.7
4676	1	60	0.9
4677	1	50	0.5
4678	1	63	0.7
4679	1	32	0.5
4680	1	14	0.7
4681	1	17	0.4
4682	1	65	0.6
4683	1	72	0.6
4684	1	75	0.8
4685	1	150	1.9
4686	1	85	0.6
4687	1	142	1.1
4688	1	142	1.3
4689	1	151	1.1
4690	1	135	1.1
4691	1	51	0.6
4692	1	57	0.7
4693	1	15	0.3
4694	1	27	0.3
4695	1	20	0.3
4696	1	20	0.3
4697	1	22	0.3
4698	1	21	0.3
4699	1	23	0.3
4700	1	22	0.4
4701	1	16	0.2
4702	1	40	0.5
4703	1	28	0.4
4704	1	44	0.4
4705	1	26	0.3
4706	1	24	0.6
4707	1	17	0.5
4708	1	17	0.4
4709	1	55	0.6
4710	1	47	0.5
4711	1	37	0.4
4712	1	77	0.7
4713	1	23	0.3
4714	1	69	0.8
4715	1	62	0.6
4716	1	47	0.5
4717	1	63	0.6
4718	1	52	0.5
4719	1	53	0.5
4720	1	8	0.2
4721	1	65	0.8
4722	1	24	0.4
4723	1	24	0.5
4724	1	16	0.2
4725	1	8	0.8
4726	1	35	0.3
4727	1	21	0.3
4728	1	26	0.5
4729	1	11	0.2
4730	1	11	0.4
4731	1	16	0.3
4732	1	57	0.6
4733	1	60	0.7
4734	1	88	0.9
4735	1	50	0.5
4736	1	75	0.6
4737	1	57	0.5
4738	1	32	0.4
4739	1	18	0.4
4740	1	35	0.5
4741	1	31	0.3
4742	1	30	0.4
4743	1	21	0.3
4744	1	73	0.7
4745	1	30	0.3
4746	1	20	0.3
4747	1	12	0.7
4748	1	60	0.6
4749	1	10	0.2
